Title;Category;Rating;Price;Duration;Skills;Number of viewers;Instructors;Language;Site;Course Type;Courses
Think like a CFO Specialization;Business;4,8;0,0;48,0;Financial Accounting, Accounting, Financial Statement, Balance Sheet, Dupont Analysis, Management Accounting, Business Analysis, Finance, Corporate Finance, Financial Risk, Evaluation, Investment, ;518;Marc Badia ,Miguel Antón ,Javier Estrada ,;English;Coursera;Specialization;Unkown
TensorFlow: Advanced Techniques Specialization;Data Science;4,8;0,0;40,0;Model Interpretability, Custom Training Loops, Custom and Exotic Models, Generative Machine Learning, Object Detection, Functional API, Custom Layers, Custom and Exotic Models with Functional API, Custom Loss Functions, Distribution Strategies, Basic Tensor Functionality, GradientTape for Optimization, ;1;Laurence Moroney ,Eddy Shyu ,;English;Coursera;Specialization;Unkown
Data Engineering, Big Data, and Machine Learning on GCP Specialization;Data Science;4,6;0,0;32,0;Tensorflow, Bigquery, Google Cloud Platform, Cloud Computing, ;12;Google Cloud Training ,;English;Coursera;Specialization;Unkown
Mathematics for Machine Learning Specialization;Data Science;4,6;0,0;32,0;Eigenvalues And Eigenvectors, Principal Component Analysis (PCA), Multivariable Calculus, Linear Algebra, Basis (Linear Algebra), Transformation Matrix, Linear Regression, Vector Calculus, Gradient Descent, Dimensionality Reduction, Python Programming, ;12;David Dye ,Samuel J. Cooper ,A. Freddie Page ,Marc Peter Deisenroth ,;English;Coursera;Specialization;Unkown
Modern and Contemporary Art and Design Specialization;Arts and Humanities;4,8;0,0;56,0;Photography, Design, Art, History, Museums, Creativity, Art History, Art Direction, ;2;Lisa Mazzola ,Sarah Meister ,Lucy Gallun ,Sophie Cavoulacos ,Sean Anderson ,Arièle Dionne-Krosnick ,Erica Papernik-Shimizu ,Christian Rattemeyer ,Paola Antonelli ,Michelle Millar Fisher ,Stephanie Kramer ,Anna Burckhardt ,;English;Coursera;Specialization;Unkown
Agile Development Specialization;Computer Science;4,7;0,0;32,0;hypothesis-driven development, Design Thinking, User Experience (UX), agile, Lean Startup, agile user stories, User Experience Design (UXD), Agile Software Development, Product Management, Software Development, Usability Testing, Continuous Delivery, ;2;Alex Cowan ,;English;Coursera;Specialization;Unkown
Career Success Specialization;Business;4,6;0,0;88,0;Project Management, Information Technology (IT) Management, Communication, Negotiation, Leadership, Team Management, Task Management, Management, Planning, Plan, Accounting, Financial Ratio, ;14;Rob Stone, PMP, M.Ed. ,Margaret  Meloni,  MBA, PMP ,David Standen, MBA ,Diane Spiegel ,Sue Robins, M.S. Ed. ,  Dave Nagy ,Patricia  Bravo, MBA, SPHR  ,;English;Coursera;Specialization;Unkown
U.S. Federal Taxation Specialization;Business;4,8;0,0;72,0;Depreciation, Federal Tax Returns, Tax Law, ;629;Matthew Hutchens ,Michael P Donohoe, PhD, CPA ,;English;Coursera;Specialization;Unkown
The Business of Music Production Specialization;Arts and Humanities;4,9;0,0;32,0;Copyright, Music production, Contracts, Pro Tools, Music recording, Music business, Revenue streams, Teambuilding, Audio Production, Music, Songwriting, Create music legally, ;563;John P. Kellogg, Esq. ,Stephen Webber ,Dr. E. Michael Harrington ,Chrissy Tignor ,;English;Coursera;Specialization;Unkown
The Business of Health Care Specialization;Health;4,6;0,0;32,0;Insurance, Health Economics, ;1;Richard Lambert ,Christopher D. Ittner ,Ezekiel J. Emanuel, MD, PhD ,Guy David, PhD ,Michael Useem ,Peter Cappelli ,Christian Terwiesch ,Amol S. Navathe, MD, PhD ,David A. Asch, MD, MBA ,Roy Rosin, MBA ,Kevin Volpp, MD, PhD ,;English;Coursera;Specialization;Unkown
Practical Data Science on the AWS Cloud Specialization;Data Science;4,6;0,0;24,0;Natural Language Processing with BERT, ML Pipelines and ML Operations (MLOps), A/B Testing and Model Deployment, Data Labeling at Scale, Automated Machine Learning (AutoML), Statistical Data Bias Detection, Multi-class Classification with FastText and BlazingText, Data ingestion, Exploratory Data Analysis, ML Pipelines and MLOps, Model Training and Deployment with BERT, Model Debugging and Evaluation, ;438;Antje Barth ,Shelbee Eigenbrode ,Sireesha Muppala ,Chris Fregly ,;English;Coursera;Specialization;Unkown
Risk Management Specialization;Business;4,7;0,0;48,0;Credit Risk Measurement and Management, Application of Financial Statistics and Probability, Market Risk Measurement and Management, Operational Risk Measurement and Management, Risk Management, Financial Risk, Leadership and Financial Risk Estimation and Management, Regulations, Credit Analysis, Financial Analysis, credit risk, Market Risk Management, ;303;Joseph Iraci ,Jack Farmer ,Tracy Williams ,;English;Coursera;Specialization;Unkown
Music Production Specialization;Arts and Humanities;4,8;0,0;40,0;Audio Recording, Music, Music production, Sound Design, Audio Editing, Audio Production, Songwriting, Music recording, MIDI, Pro Tools, music editing, Music mixing, ;1;Stephen Webber ,Loudon Stearns ,Chrissy Tignor ,;English;Coursera;Specialization;Unkown
Google Cloud Database Engineer Specialization;Information Technology;4,7;0,0;56,0;Cloud Platforms, Cloud Storage, Google Cloud Platform, Google Compute Engine, Google App Engine (GAE), Cloud Computing, MySQL, cloud sql, SQL Operations, Database (DBMS), Data Management, Postgresql, ;99;Google Cloud Training ,;English;Coursera;Specialization;Unkown
Architecting with Google Compute Engine Specialization;Information Technology;4,7;0,0;40,0;Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, Virtual Machine, Network Architecture, Debugging, Cloud Storage, Data Store, Load Balancing, Virtual Private Network (VPN), Autoscaling, ;26;Google Cloud Training ,;English;Coursera;Specialization;Unkown
Global Procurement and Sourcing Specialization;Business;4,7;0,0;56,0;Negotiation, Contracts, ;1;Don Klock  ,;English;Coursera;Specialization;Unkown
Entrepreneurship: Growing Your Business Specialization;Business;4,8;0,0;32,0;Entrepreneurship, Leadership & Management, Innovation, Finance, HR Tech, Financial Accounting, Accounting, Financial Statement, Balance Sheet, Leadership, Business Ethics, Ethical Leadership, ;932;Luann J. Lynch ,Mary Gentile ,R. Edward Freeman   ,Alex Cowan ,;English;Coursera;Specialization;Unkown
Six Sigma Yellow Belt Specialization;Business;4,7;0,0;40,0;Project Management, Lean Six Sigma, Binomial Distribution, Six Sigma, Process Improvement, Lean Methods, Statistics, Data Analysis, Causality, ;6;Bill Bailey, PhD ,Gregory Wiles, PhD ,David Cook, PhD ,Christina Scherrer, PhD ,;English;Coursera;Specialization;Unkown
The DIY Musician Specialization;Arts and Humanities;4,7;0,0;40,0;Crowdfunding, Music production, Social Media, Songwriting, Music recording, Music, Poetry, Audio Production, MIDI, Pro Tools, Music business, Marketing, ;426;Pat Pattison ,Stephen Webber ,Chrissy Tignor ,Leah Waldo ,;English;Coursera;Specialization;Unkown
Algorithms Specialization;Computer Science;4,8;0,0;32,0;Algorithms, Dynamic Programming, Greedy Algorithm, Divide And Conquer Algorithms, Randomized Algorithm, Sorting Algorithm, Graphs, Data Structure, Hash Table, Spanning Tree, Np-Completeness, ;5;Tim Roughgarden ,;English;Coursera;Specialization;Unkown
Influencing: Storytelling, Change Management and Governance Specialization;Business;4,7;0,0;48,0;Change Management, Communication, Negotiation, Risk governance, ;1;Professor Richard Badham ,Brenda Santiago ,Dr Andrew Heys ,Associate Professor Lawrence Ang ,Arabella MacPherson ,Professor Elizabeth Sheedy ,;English;Coursera;Specialization;Unkown
Applied Data Science with R Specialization;Data Science;4,5;0,0;56,0;Shiny Dashboards, Data Analysis and Modelling, R Programmin Language, Data Visualization (DataViz), SQL & RDBMS, Data Science, R Programming, Select (Sql), Relational Databases (RDBMS), Data Analysis, Statistical Analysis, Linear Regression, ;90;Yan Luo ,Rav Ahuja ,Tiffany Zhu ,Yiwen Li ,Gabriela de Queiroz ,Saishruthi Swaminathan ,Jeff Grossman ,;English;Coursera;Specialization;Unkown
Geographic Information Systems  (GIS) Specialization;Data Science;4,8;0,0;48,0;Geographic Information System (GIS), Satellite, Imagery Analysis, Model Building, spatial visualization, Spatial Analysis, Data Analysis, Data Visualization (DataViz), Software, Analytics, Workflow, Data Management, ;5;Nick Santos ,;English;Coursera;Specialization;Unkown
Decentralized Finance (DeFi): The Future of Finance Specialization;Business;4,8;0,0;32,0;Cryptography, Smart Contract, Decentralized Protocols, governance, Blockchain Mechanics, Consensus mechanisms, digital signature, Address mechanics, Flash loans, Bonding curves, Set Protocol’s tokenization method, Mechanics of Compound and Aave, ;1;Cam Harvey ,;English;Coursera;Specialization;Unkown
Project Management & Other Tools for Career Development Specialization;Business;4,7;0,0;48,0;Project Management, Risk Management, Communication, Negotiation, Project, Planning, Project Planning, Change Control, Change Management, Email Writing, Proofreading, Writing, ;5;Margaret  Meloni,  MBA, PMP ,Sue Robins, M.S. Ed. ,Diane Spiegel ,;English;Coursera;Specialization;Unkown
Project Management Principles and Practices Specialization;Business;4,7;0,0;40,0;Schedule, Project Management, Risk Management, Budget, Project, Planning, Project Planning, Budget Estimation, Change Control, Change Management, ;18;Margaret  Meloni,  MBA, PMP ,;English;Coursera;Specialization;Unkown
Java Programming and Software Engineering Fundamentals Specialization;Computer Science;4,6;0,0;40,0;HTML, JavaScript, Cascading Style Sheets (CSS), Java Programming, Html5, Algorithms, Problem Solving, String (Computer Science), Data Structure, Cryptography, Hash Table, Programming Principles, ;13;Susan H. Rodger ,Robert Duvall ,Owen Astrachan ,Andrew D. Hilton ,;English;Coursera;Specialization;Unkown
MATLAB Programming for Engineers and Scientists Specialization;Computer Science;4,8;0,0;48,0;Matlab, Data Analysis, Object-Oriented Programming (OOP), Image Processing, Computer Programming, Problem Solving, Programming Language, ;4;Akos Ledeczi ,Mike Fitzpatrick ,Jack Noble ,;English;Coursera;Specialization;Unkown
Design Thinking Specialization;Business;4,8;0,0;40,0;Creativity, Strategic Thinking, Design Thinking, Innovation Management, Innovation, ;6;Jeanne M. Liedtka ,Karen Hold ,Jessica Eldridge ,;English;Coursera;Specialization;Unkown
Architecting with Google Kubernetes Engine Specialization;Information Technology;4,7;0,0;32,0;Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ;6;Google Cloud Training ,;English;Coursera;Specialization;Unkown
Security in Google Cloud Specialization;Information Technology;4,7;0,0;48,0;Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ;3;Google Cloud Training ,;English;Coursera;Specialization;Unkown
Leading People and Teams Specialization;Business;4,8;0,0;40,0;Vision Alignment, Talent Management, Goals and Rewards, Motivate Employees, Leadership, goal setting, Communication, Leadership Development, Onboarding, Coaching, Recruitment, Management, ;5;Maxim Sytch, Ph.D. ,Cheri Alexander ,;English;Coursera;Specialization;Unkown
Coding for Everyone: C and C++ Specialization;Computer Science;4,4;0,0;48,0;Algorithms, C Programming, Coding, C++, Computer Programming, Graph Theory, C++11, Graph Algorithms, Standard Template Library, ;2;Ira Pohl ,;English;Coursera;Specialization;Unkown
Developing Applications with Google Cloud Specialization;Computer Science;4,7;0,0;48,0;Debugging, Google Cloud Platform, Cloud Storage, Application development, Cloud Computing, Google Compute Engine, Google App Engine (GAE), Data Store, Application Programming Interfaces (API), Cloud Functions, Identity Management (IDM), Cloud Endpoints, ;7;Google Cloud Training ,;English;Coursera;Specialization;Unkown
Real-World Product Management Specialization;Computer Science;4,5;0,0;32,0;PM Interviewing, Real-World Examples, Product Management, Real-World Assignments, Technology Leadership, Go-to-market Strategy, Product/Market Fit, Tech Leadership, B2B Sales, Monetization Strategy, A/B/n testing, Customer Retention, ;665;Nancy Wang ,;English;Coursera;Specialization;Unkown
Pricing Strategy Optimization Specialization;Business;4,8;0,0;32,0;Cost-Based Pricing, Pricing Strategies, Market-Based Pricing, Customer Value-based Pricing, Strategic Management, Channel and Direct-to-Consumer Pricing, Price Discrimination, Price Elasticity Of Demand, Customer Willingness to Pay, Measuring Customer Preferences, Customer Psychology, Competitor Pricing Models, ;719;Jean Manuel Izaret ,Thomas Kohler ,Ronald T. Wilcox ,;English;Coursera;Specialization;Unkown
Networking in Google Cloud Specialization;Information Technology;4,8;0,0;48,0;Google Compute Engine, Google App Engine (GAE), Google Cloud Platform, Cloud Computing, ;4;Google Cloud Training ,;English;Coursera;Specialization;Unkown
Academic English: Writing Specialization;Social Sciences;4,8;0,0;48,0;Punctuation, Essay Writing, Academic Writing, Writing, English Grammar, Grammar, Creative Writing, ;11;Tamy Chapman ,Helen Nam ,Brad Gilpin ,;English;Coursera;Specialization;Unkown
Introduction to Cyber Security Specialization;Computer Science;4,7;0,0;32,0;Cryptography, Cybersecurity, Risk Assessment, Cyber Defense, Cyber Attacks, Information Security (INFOSEC), Denial-Of-Service Attack (DOS), Public-Key Cryptography, ;2;Dr. Edward G. Amoroso ,;English;Coursera;Specialization;Unkown
Business Data Management and Communication Specialization;Data Science;4,9;0,0;48,0;Asset Management, Business Analytics, Financial Accounting, Data Analysis, Rstudio, Accounting, Accrual, Financial Statement, Cash Flow, Cash Flow Statement, Analytics, Health Care, ;32;Oktay Urcan ,Kevin Hartman ,Ronald Guymon ,Ashish Khandelwal ,Douglas B. Laney ,;English;Coursera;Specialization;Unkown
Intellectual Property Law Specialization;Business;4,8;0,0;32,0;Brand Management, Strategic Thinking, Planning, Intellectual Property, Business Strategy, Asset Management, Value Proposition, Copyright, Copyright Protection, Fair Use, Marketing, Strategic Planning, ;1;R. Polk Wagner ,Shyam Balganesh ,Cynthia Dahl ,;English;Coursera;Specialization;Unkown
The Singer Songwriter Specialization;Arts and Humanities;4,8;0,0;40,0;Music production, Ableton, Singing, Songwriting, Guitar, Tablature, Music notation, Guitar scales, Guitar chords, Popular Music, Breathing Techniques, Belting, ;434;Thaddeus Hogarth ,Jeannie Gagne ,Pat Pattison ,Erin Barra ,;English;Coursera;Specialization;Unkown
AI for Medicine Specialization;Data Science;4,7;0,0;24,0;model interpretation, Image Segmentation, natural language extraction, Machine Learning, time-to-event modeling, Deep Learning, model evaluation, Multi-class classification, Random Forest, model tuning, treatment effect estimation, machine learning interpretation, ;1;Pranav Rajpurkar ,Bora Uyumazturk ,Amirhossein Kiani ,Eddy Shyu ,;English;Coursera;Specialization;Unkown
Mergers and Acquisitions  Specialization;Business;4,5;0,0;48,0;Financial Accounting, Financial Modeling, Mergers And Acquisitions (M&A), Corporate Investments, Accounting, Taxes, Financial Statement, Corporate Accouting, ;67;Heitor Almeida ,Oktay Urcan ,Robert Metzger ,James Bertram ,;English;Coursera;Specialization;Unkown
Dynamic Public Speaking Specialization;Personal Development;4,8;0,0;40,0;Communication, Presentation, Speech, Public Speaking, Confidence, ;1;Dr. Matt McGarrity ,;English;Coursera;Specialization;Unkown
Supply Chain Analytics Specialization;Business;4,5;0,0;40,0;Data Analysis, Supply Chain, Business Intelligence, Demand and Supply Planning, job intelligence, Management Consulting, Benchmarking, Competitive Analysis, Model Selection Validation Improvement, Regression Analysis, Demand Planning and Forecasting, Data Visualization (DataViz), ;911;Yao Zhao ,;English;Coursera;Specialization;Unkown
Six Sigma Black Belt Specialization;Business;4,5;0,0;96,0;Statistics, Math, ;338;Lois A. Jordan ,David Cook, PhD ,;English;Coursera;Specialization;Unkown
Strategic Leadership and Management Specialization;Business;4,8;0,0;64,0;Strategic Management, Negotiation, Leadership, Business Strategy, self-awareness, Ethical decision-making, Defining Leadership, Trust in relationships, Leadership Development, Develop team culture, Navigate growth and change in teams, Create space for DEIB, ;5;Elizabeth A. Luckman ,Kari Keating ,Denise Lewin Loyd ,Michael Bednar ,E. Geoffrey Love ,Deepak Somaya ,Joe Mahoney ,Jeff Flesher ,;English;Coursera;Specialization;Unkown
